Index,Organization Name,URL,Description
381,Student Occupational Therapy Association,https://bu.campuslabs.com/engage/organization/student-occupational-therapy-association,"We are a student organization of Sargent College dedicated to spreading awareness of our profession, as well as providing opportunities for occupational therapy students to network with each other, meet the faculty, provide service in the community, an..."
382,Students Demand Action at Boston University,https://bu.campuslabs.com/engage/organization/studentsdemandaction,"We are passionate about ending gun violence and creating a safer future by sharing research and engaging in advocacy locally and nationally. We educate students, register voters, and demand commonsense solutions to this national public health crisis."
383,Students for Reproductive Freedom,https://bu.campuslabs.com/engage/organization/students-for-reproductive-freedom,"BU Students for Reproductive Freedom advocates healthy/safer sexuality, sex positivity, abortion access, comprehensive sexuality education, and push for legislation that expands access to reproductive healthcare. As a registered Planned Parenthood cam.."
384,Students Learning about Israel-Palestine,https://bu.campuslabs.com/engage/organization/students-learning-israel-palestine,"The BU SLIP is a non-partisan academic group which creates a space for learning about the Israeli-Palestinian Conflict and related issues, through weekly discussions and presentations. We welcome all and seek a diversity of perspectives."
385,Students of Caribbean Ancestry,https://bu.campuslabs.com/engage/organization/students-of-caribbean-ancestry,"As BU’s only integrated Caribbean cultural organization, SOCA is dedicated to celebrating the richness of West Indian culture on campus through an array of events and discussions."
386,S,https://bu.campuslabs.com/engage/organization/seaa,"Students of East African Ancestry
SEAA is an organization providing the space for students to promote East African countries and cultures and socio-political issues related to East Africa and the diaspora."
387,Study of Religions Club,https://bu.campuslabs.com/engage/organization/sor,The Study of Religions Club (SOR) provides a social environment for BU students to casually engage in discussions about religion and traditions while connecting students with professional and academic resources in the Department of Religion.
388,Suno,https://bu.campuslabs.com/engage/organization/suno-boston,"""Suno"", or ""Listen"" in Hindi, is Boston University's premiere South Asian/Western Fusion A Cappella team. Established in 2001, its members have been working to create music that mixes south asian and western music and also perform around the country."
389,Sustainable Business Club,https://bu.campuslabs.com/engage/organization/sustainablebusinessclub,The Sustainable Business Club is a place for students who care about doing well and doing good. We focus on businesses that can profit while also working to improve society. The club focuses on this crossroad and allows for experiences in this area.
390,Sustainable Ocean Alliance,https://bu.campuslabs.com/engage/organization/sustainable-ocean-alliance,The Sustainable Oceans Alliance is a youth-led organization that empowers students to become leaders in preserving the health and sustainability of our oceans.
391,Taiwanese American Student Association,https://bu.campuslabs.com/engage/organization/taiwanese-american-student-association,"BUTASA, Boston University Taiwanese American Student Association, is dedicated to promoting and sharing Taiwanese culture with the school community and beyond. We welcome everyone to join our organization..."
392,Taiwanese Overseas Students Association,https://bu.campuslabs.com/engage/organization/taiwanese-overseas-students-association,"The main purpose of Taiwanese Overseas Students Association (TOSA) is to provide Taiwanese international students service, advice, and networking opportunities and share Taiwanese culture on BU campus. We assist students with Taiwanese background to ad..."
393,TAMID Group,https://bu.campuslabs.com/engage/organization/tamid-group,TAMID Consulting & Investment Group at Boston University is an apolitical student-led organization that develops and fosters the future economic relationship between American business minded students and the Israeli economy.
394,Tau Beta Pi Association,https://bu.campuslabs.com/engage/organization/tau-beta-pi-association,"Tau Beta Pi was founded in 1885 to mark in a fitting manner those who have conferred honor upon their alma mater by distinguished scholarship and exemplary character as undergraduates in the field of engineering, or by their attainments as alumni in th..."
395,Tau Beta Sigma,https://bu.campuslabs.com/engage/organization/tau-beta-sigma,Tau Beta Sigma is a multi-gendered national sorority founded to help promote and serve college and university bands across the country.
396,Tech Talks,https://bu.campuslabs.com/engage/organization/butechtalks,"Tech Talks provides a platform for students from diverse backgrounds and academic disciplines to explore, learn, and collaborate on cutting-edge topics in the tech industry. We provide hands-on experience, and mentorship to empower individuals in tech."
397,Terpsichore,https://bu.campuslabs.com/engage/organization/terpsichore,"We are Terpsichore (terp-SIK-oh-ree), Boston University’s premier a cappella group! Affectionately known as Terps, we are a tight-knit, inclusive group of treble-voiced people dedicated to sharing our love of music."
398,Terrier Motorsport,https://bu.campuslabs.com/engage/organization/terriermotorsport,"Terrier Motorsport is a team dedicated to the design and manufacturing of an electric race car. Our team is committed to offering a hands-on experience with disciplines ranging from engineering to marketing, designed to prepare you for the future!"
399,Terrier Ride Engineering Club,https://bu.campuslabs.com/engage/organization/trec_bu,The purpose of this organization is to showcase the unique career field that exists within the theme park industry and create a community for theme park enthusiasts
400,Test Club,https://bu.campuslabs.com/engage/organization/testclub,"The test club is your perfect example of a student organization at BU! This club is used primarily for student organization trainings and workshops that show orgs how its done! Here we teach students how to utilize Engage, submit events, and spend money"
401,Thai Student Association,https://bu.campuslabs.com/engage/organization/thai-student-association,"Thai Student Association at Boston University is a cultural organization which aims to promote Thai cultures in various aspects - Thai traditional dance, Thai cuisine, Thai sports, and the importance of various traditions in Thailand."
402,The Alexander Hamilton Society,https://bu.campuslabs.com/engage/organization/alexander-hamilton-society,"AHS is a non-partisan, non-profit, national organization that seeks to identify, educate, and launch students into foreign policy and national security careers imbued with the Hamiltonian perspective of strong and principled leadership in global affairs."
403,The Boston Chapter of The Urban Garden Initiative,https://bu.campuslabs.com/engage/organization/tugi-boston,"The Urban Garden Initiative (TUGI) is a 501(c)(3) nonprofit organization that uses urban gardening to engage youth in environmental education. In the TUGI: Boston chapter, we create curriculum and gardens to host continuous programs for local schools."
404,The Boston University Beacon,https://bu.campuslabs.com/engage/organization/thebeacon,"The Beacon is a social literary journal which thrives on the imagination of Boston University's finest writers. Each outside-the-box issue uplifts student voices, offering writers a platform to share ideas and an inclusive space for creative works."
405,The Boston University Dear Abbeys,https://bu.campuslabs.com/engage/organization/the-dear-abbeys,"The Dear Abbeys has long been known as the premier all-male a cappella group of Boston University since its foundation over 30 years ago. From classic rock to R&B to modern pop, the Abbeys keep it fresh and fun everywhere they go."
406,T,https://bu.campuslabs.com/engage/organization/thebostonuniversityshortfilmclub,"The Boston University Film Production Club
The Boston University Short Film club is dedicated to educating passionate filmmakers and providing Boston University film students with an open, film-oriented community. We focus on producing short films, and hosting club events and outings."
407,The Bunion,https://bu.campuslabs.com/engage/organization/thebunion,The Bunion is a multimedia satirical news publication that produces content for and about the Boston University community.
408,The Buzz,https://bu.campuslabs.com/engage/organization/the-buzz,The Buzz is a lifestyle publication geared toward all Boston University students. The Buzz focuses on news and happenings on the BU campus and in the city of Boston. We aim to inform and inspire our audience with our print edition and weekly articles.
409,The College of Communication Student Government,https://bu.campuslabs.com/engage/organization/comstugov,"The College of Communication Student Government is the governing undergraduate student body of COM, providing resources and opportunities to all COM students."
410,The Dodgeball Club,https://bu.campuslabs.com/engage/organization/dodgeballclub,"A Dodgeball Club for BU open to everyone, with weekly games."
411,The DREAM Program,https://bu.campuslabs.com/engage/organization/dream-program,"DREAM is a non-profit mentoring program that pairs college students and children from affordable housing communities in Boston. If you're interested in becoming a DREAM mentor, please contact budreamrecruit@gmail.com!"
412,The Federalist Society,https://bu.campuslabs.com/engage/organization/bufedsoc,"A group of conservative/libertarian students that believe the state exists to preserve freedom, separation of powers is central to our Constitution, and that it is emphatically the province of the judiciary to say what the law is, not what it should be."
413,The Politica at Boston University,https://bu.campuslabs.com/engage/organization/the-politica,"The Politica is a global affairs organization with an online publication, podcast, and roundtable discussions. We believe that diversity and inclusivity are essential for the cultivation of insightful research and conversation."
414,The Women's Network: BU,https://bu.campuslabs.com/engage/organization/thewomensnetwork,"The Women’s Network is a networking organization that celebrates ambition and connects women to fellow high-achieving, noncompetitive peers on their respective college campuses and to seasoned female professionals in various fields."
415,The Word and Way Society,https://bu.campuslabs.com/engage/organization/the-word-and-way-society,"Students in the Core Curriculum can get more involved in the Core community. Events are centered around the readings and concepts explored in the curriculum. It's a great chance to make friends, have fun with readings, and enjoy all Core has to offer."
416,Theta Tau,https://bu.campuslabs.com/engage/organization/thetataubu,"Theta Tau is a professional co-ed engineering fraternity founded at the University of Minnesota in 1904. It is the oldest, largest, and foremost fraternity for engineers that has grown to over 35,000 members and 91 chapters and colonies across the nati..."
417,Third Culture Club,https://bu.campuslabs.com/engage/organization/tcc,A cultural group for Third Culture Kids. Third Culture Kids (TCK) often do not have a culture or geographical group that they can identify themselves with. Most TCKs do not know the answer to the question “Where are you from?”.
418,Trading Card Games Club,https://bu.campuslabs.com/engage/organization/butcg,"The BU TCG Club is a place to play, trade and enjoy any trading card game!"
419,Trans Listening Circle,https://bu.campuslabs.com/engage/organization/trans-listening-circle,"Trans Listening Circle (TLC) is a weekly-meeting club for people who are transgender, nonbinary, gender non-conforming, questioning, and more to find community on campus."
420,Treblemakers,https://bu.campuslabs.com/engage/organization/treblemakers,"The Boston University Treblemakers were formed in 1996 around three fundamental ideals: fun, love, and music. Sticking close to those values, the Treblemakers have become a tight-knit group with a large presence on Boston University's campus. Dozens of..."
421,Turkish Student Association,https://bu.campuslabs.com/engage/organization/turkish-student-association,"Boston University Turkish Student Association revamped itself to provide services to BU students. Our goal is to bring students together, enjoy Turkish culture, and build long lasting friendship that will transcend borders."
422,Umoja,https://bu.campuslabs.com/engage/organization/umoja,"The purpose of Umoja is to create a healthy environment, for black students and all individuals who are interested in black culture, which actively united students, staff and alumni by providing pertinent educational, social, and community outreach pro..."
423,Undergraduate Architecture Association,https://bu.campuslabs.com/engage/organization/buarchitecture,"The UAA is an organization for students interested in architecture, design, urbanism, and real estate. Our goal is to foster a community that will support students in furthering their study of the built environment through discussions, panels, and trips."
424,Undergraduate Classics Association,https://bu.campuslabs.com/engage/organization/undergraduate-classics-association,"This group serves to connect students and professors who are involved in Classical Studies, or who just happen to love studying the ancient world!"
425,Undergraduate Economics Association,https://bu.campuslabs.com/engage/organization/uea,Welcome to the Boston University Undergraduate Economics Association! The UEA will offer you the opportunity to gain insight into economic issues and develop the skills that are needed to succeed in economics-related fields
426,Undergraduate English Literature Association,https://bu.campuslabs.com/engage/organization/uela,"The UELA is an organization that prioritizes offering BU students more opportunities to socialize and network with peers/graduate students/alumni, attend research presentations, and events related to literature."
427,Undergraduate History Association,https://bu.campuslabs.com/engage/organization/undergraduate-history-association,The Undergraduate History Association serves to promote the academic study of history as well as a resource for students who are interested in history. We organize monthly field trips and events with a historical focus in addition to hosting meetings.
428,Undergraduate Philosophy Association,https://bu.campuslabs.com/engage/organization/undergraduate-philosophy-association,"Boston University’s Undergraduate Philosophy Association holds weekly informal discussions on a variety of philosophical issues. In addition, we host lectures, resource meetings, group outings, underrepresented philosophy symposiums, and more."
429,Undergraduate Political Science Association,https://bu.campuslabs.com/engage/organization/upsa217_wixsite_com-bupsa,To engage and enable the Political Science student body at BU to aid in the acceleration of their academic and social interests and goals.
430,Undergraduate Public Health Association,https://bu.campuslabs.com/engage/organization/undergraduate-public-health-association,"The Undergraduate Public Health Association (UPHA) at Boston University is a student group that:- Provides a community for undergraduates interested in public health from varying backgrounds (Biomedical sciences, International Relations, Anthropology, ..."
431,Undergraduate Sociology Association,https://bu.campuslabs.com/engage/organization/none,"The Undergraduate Sociology Association (USA) strives to engage Sociology majors/minors and the BU undergraduate community on the themes, concepts, and skills central to the discipline of Sociology."
432,Undergraduate Women in Economics,https://bu.campuslabs.com/engage/organization/buuwe,UWE is a community of women and minority gender students who are pursuing a degree in Economics or are interested in the field. We host researchers and speakers and start conversations around what it means to be a minority student in Economics.
433,Undergraduate Women in Science and Engineering,https://bu.campuslabs.com/engage/organization/uwise,"Undergraduate Women in Science and Engineering (uWISE) is an interdisciplinary, student-focused group providing community and a support network for all those who support women in the STEM fields through community outreach, mentoring, and social event"
434,Undergraduate World Languages & Literatures Association,https://bu.campuslabs.com/engage/organization/undergraduate-wll-association,"As a member of BUWA, you'll be a part of the diverse community that is World Literatures & Languages. We aim to bridge the gap between students spread out across the department, as well as facilitating communication between undergraduates and faculty."
435,UNICEF Campus Initiative,https://bu.campuslabs.com/engage/organization/unicef-campus-initiative,"The UNICEF Campus Initiative is a nonprofit student-led organization that partners with the US Fund for UNICEF to educate, advocate, and fundraise for UNICEF."
436,"University Blood Initiative, BU Chapter",https://bu.campuslabs.com/engage/organization/bostonuniversityubi,"The mission of the UBI is to educate and mobilize the next generation of blood donors to combat the ongoing blood shortage issue. Through our grassroots efforts, we strive to build lasting engagement and awareness with the youth of our community."
437,Unmanned Aerial Vehicles Team,https://bu.campuslabs.com/engage/organization/unmanned-aerial-vehicles-team,"We are a group dedicated to introducing students to the emerging future of unmanned aerial vehicles through hands-on semester long builds, as well as sharing our network of alumni to build connections in the engineering industry"
438,Unofficial Project,https://bu.campuslabs.com/engage/organization/unofficial-project,"Founded in the Spring of 2005, Unofficial Project started off as a side project of dancers. Since its debut, UPro has expanded and developed to preforming at showcases and competitions all across the greater Boston area."
439,U,https://bu.campuslabs.com/engage/organization/upper-bay-state,"Upper Bay State Road Hall Council
Hall Council for Towers, 575 Comm Ave, and related Brownstones"
440,U,https://bu.campuslabs.com/engage/organization/upper-comm-ave-council,"Upper Commonwealth Avenue Hall Council
Hall Council representing 10 Buick Street, 33 Harry Agganis Way, and 1019 Commonwealth,"
441,Upsilon PI Epsilon,https://bu.campuslabs.com/engage/organization/upsilon-pi-epsilon,"Upsilon Pi Epsilon (UPE) at BU is an honor society dedicated to promoting excellence in technical and computing disciplines. UPE at BU will help prepare members for the industry through professional development, meaningful and interesting projects, and..."
442,Vakhri Taur Diyan,https://bu.campuslabs.com/engage/organization/vtd,Vakhri Taur Diyan is an all female competitive Bhangra team dedicated to nurturing female artists in a male dominated Bhangra circuit. We will cultivate a team that builds & supports its dancers while educating the BU community on Punjabi & Sikh culture.
443,Venture Group BU,https://bu.campuslabs.com/engage/organization/buvcg,"We provide a professional and social learning environment to students who are passionate about Venture Capital or want to learn more about the industry. In our organization, we train sourcing analysts, host conferences, and engage in VC competitions."
444,Verge,https://bu.campuslabs.com/engage/organization/verge,"Verge is a performing and training dance company, concentrating in Chinese dance and ballet training. Our repertoire spans classical, ethnic, and contemporary Chinese dance. We meet once a week, no auditions required. Just come and dance!"
445,Veteran Assist,https://bu.campuslabs.com/engage/organization/veteranassist,"Veteran Assist is a student-run organization that aims to engage students in volunteer opportunities dedicated to helping veterans, with a focus on disabled and underserved veterans, throughout the Greater Boston community."
446,Vibes,https://bu.campuslabs.com/engage/organization/vibes,"Vibes, founded in 2000, originated as an all-female hip-hop dance group at Boston University. Comprised of vibrant performers with diverse dance backgrounds, the dancers strive to take urban dance to a higher level through their original choreography."
447,Vietnamese Student Association,https://bu.campuslabs.com/engage/organization/vietnamese-student-association,"Boston University’s Vietnamese Student Association (BUVSA) is a student organization that provides an opportunity for exploring, sharing, and preserving Vietnamese history, culture, and experiences. It also promotes friendship and awareness both among ..."
448,Volunteers for Inclusion and Accessibility,https://bu.campuslabs.com/engage/organization/volunteers-inclusion-accessibility,"Welcome to Volunteers for Inclusion and Accessibility! We are a group of Boston University student volunteers who actively support individuals with various disabilities such as autism, Asperger's, blindness, and learning disabilities."
449,Wandering Minds,https://bu.campuslabs.com/engage/organization/wandering-minds,Wandering Minds is a student-run theater organization which seeks to provide the opportunity for students to participate in any aspect of stage production regardless of previous experience.
450,Warren Towers Hall Council,https://bu.campuslabs.com/engage/organization/warren-towers-hall-council,Section 1. Build a sense of community and hall identity and a residence that enhances the quality of life and addresses all students concerns.Section 2. Act as a liaison between hall staff and residents and to provide a channel for the expression of st...
451,West African Student Association,https://bu.campuslabs.com/engage/organization/wasa,"The West African Student Association (WASA) strives to celebrate and promote West African culture. WASA prioritizes networking, culture, community, language learning, and the promotion of West African arts through various academic and social initiatives."
452,W,https://bu.campuslabs.com/engage/organization/west-campus-hall-council,"West Campus Hall Council
The West Campus RHA serves to provide the residence of West Campus with various events and activities which serve to foster bonds between residents and make life in West Campus more enjoyable. Our motto is: West: Where Everyone Shines Together."
453,Wheelock Student Government,https://bu.campuslabs.com/engage/organization/wheelock-student-government,"Undergraduate students are represented within the Wheelock College of Education and Human Development and Boston University by an active student government. In addition to planning and providing educational, social, and professional functions, . . ."
454,W,https://bu.campuslabs.com/engage/organization/women-in-computer-science,"Women in Computer Science
WiCS encourages women to participate fully in Computer Science by offering a supportive community, mentorship, social activities, networking opportunities and professional events."
455,Women In Law,https://bu.campuslabs.com/engage/organization/wil,"WIL strives to fill the gap that exists for young women who are interested in a pre-law path. The mission of the club is to develop, nurture, & challenge students to pursue their law oriented dreams."
456,Women in Neuroscience,https://bu.campuslabs.com/engage/organization/winbostonuwixsitecom,"WIN empowers Boston University undergraduate women in neuroscience and encourages diversity in the field by providing mentorship, guidance, and professional development resources."
457,Young Americans for Freedom,https://bu.campuslabs.com/engage/organization/yaf_org,"Young Americans for Freedom at Boston University is dedicated to educating and inspiring fellow students on the principles of individual freedoms, strong national defense, free enterprise, and traditional values."
458,Young Democratic Socialists of America,https://bu.campuslabs.com/engage/organization/ydsa,"We are the BU chapter of the Young Democratic Socialists of America, a nationwide organization advancing socialism on college campuses. We work with labor and tenants unions and other leftist campus orgs to make a better world. https://linktr.ee/buydsa"
459,Youth Empowerment Ministry Boston University,https://bu.campuslabs.com/engage/organization/yeministrybu,"A non-denominational Youth and Young Adults Ministry striving to empower young people to live for and serve God in their local communities through national telephone conferences, Bible studies, and various national empowerment events."
460,Zen Community,https://bu.campuslabs.com/engage/organization/zen-community,"We are a (mostly) student led club which practices Zen mindfulness through a variety of practices. If you are interested in mindfulness, Buddhism, or seek to understand your mind this is the club for you. Meetings: Wed 7:30PM @ Robinson Room at Marsh"
